player name,matches played,bat innings,bat runs,highest score,bat avg,bat sr,50s,100s,recent scores,bowl innings,overs,wickets,bowl avg,econ,bowl sr,recent bowling,role
Kwame Jones,256,194,51,8,12.98,74.47,0,0,"25, 5, 0, 19, 22",256,946.1,285,23.74,6.82,13.56,"1/30, 0/5, 0/24, 0/23, 0/26",bowler
Lucas Silva,323,265,9770,122,42.62,155.06,51,10,"4, 53, 25, 2, 35",12,17.5,9,23.88,9.54,20.84,,batter
Daniel Garcia,128,77,973,32,17.74,91.61,1,1,"27, 15, 14, 16, 7",128,303.1,108,23.74,4.39,19.45,"0/20, 1/22, 0/20, 0/25, 1/23",bowler
Emmanuel Patel,18,13,58,35,9.91,81.78,0,0,"27, 25, 11, 26, 21",18,22.1,16,17.62,4.41,15.63,"1/17, 0/5, 1/13, 2/11, 1/7",bowler
Ahmed Brown,281,194,5195,102,32.54,112.69,34,1,"3, 21, 3, 25, 40",15,27.4,5,26.38,7.86,14.86,,batter
Arjun Adeyemi,223,191,569,31,25.89,132.65,2,0,"20, 9, 26, 14, 29",223,251.2,258,39.22,8.2,32.58,"0/21, 1/5, 0/21, 0/25, 0/11",bowler
Yusuf Yamamoto,54,44,1471,103,38.5,134.62,7,2,"54, 36, 8, 52, 56",25,15.1,3,18.69,6.56,22.06,,batter
Hiroshi Ali,58,45,1270,9,23.71,141.77,0,0,"8, 1, 4, 5, 6",58,88.2,60,35.02,7.52,22.88,"1/18, 1/39, 0/16, 0/20, 0/25",bowler
Diego Khan,323,221,1113,29,19.51,120.03,3,0,"20, 24, 0, 22, 25",323,386.5,269,13.8,7.99,11.57,"1/17, 3/33, 2/21, 1/16, 3/19",bowler
Daniel Brown,174,152,4034,118,45.2,169.11,30,4,"21, 7, 38, 43, 13",22,11.4,5,37.51,10.22,19.65,,batter
Julian Adeyemi,280,172,2602,106,23.65,130.68,39,8,"43, 3, 19, 18, 20",15,28.1,6,20.82,6.8,24.88,,batter
Emmanuel Lee,114,72,570,7,26.75,96.02,1,0,"6, 19, 24, 29, 11",114,404.5,105,16.42,5.27,16.8,"1/19, 0/13, 3/26, 0/29, 1/26",bowler
Ibrahim Moretti,288,207,309,37,12.5,79.89,0,0,"15, 15, 10, 20, 3",288,345.4,291,15.99,8.17,21.92,"0/14, 0/24, 1/22, 1/29, 1/15",bowler
Victor Johnson,342,218,3974,124,26.39,160.51,52,5,"1, 18, 22, 16, 27",147,374.5,233,25.46,5.57,26.19,"0/19, 2/13, 2/13, 1/23, 1/30",allrounder
Takumi Singh,151,134,1122,8,41.21,134.13,2,0,"12, 6, 3, 14, 18",151,254.4,123,29.42,9.06,21.65,"2/24, 1/34, 3/17, 1/35, 1/32",bowler
Akash Nguyen,127,107,1578,120,20.47,103.12,8,1,"14, 24, 16, 1, 14",11,12.4,6,23.87,8.36,19.22,,batter
George Deshmukh,155,105,2061,116,19.88,91.77,16,2,"36, 19, 9, 3, 21",13,22.4,10,32.07,8.66,31.05,,batter
Daniel Taylor,273,212,242,29,5.87,116.46,0,0,"8, 10, 7, 0, 22",273,370.3,273,29.51,7.34,20.52,"2/38, 1/23, 1/30, 0/25, 2/31",bowler
Rajiv Dlamini,104,93,1454,115,23.16,171.34,8,1,"21, 19, 49, 17, 9",11,40.1,5,20.52,5.58,19.92,,batter
Kofi Verma,299,259,1001,24,28.23,152.83,1,1,"24, 23, 7, 12, 21",299,508.4,259,20.55,7.68,12.61,"0/29, 2/35, 1/28, 1/24, 0/21",bowler
Noah Brown,246,192,3110,129,20.83,113.7,30,7,"6, 14, 36, 5, 20",140,441,207,23.87,5.83,23.73,"1/20, 1/8, 1/22, 0/25, 1/13",allrounder
Wei Mehta,176,153,1273,38,22.56,150.74,0,0,"26, 3, 7, 2, 28",176,179.4,144,18.14,5.86,14.31,"2/12, 0/7, 0/15, 1/21, 1/13",bowler
Mateo Johnson,39,35,574,109,14.13,113.96,9,1,"7, 19, 21, 23, 19",29,12.5,6,26.94,5.13,22.5,,batter
Yusuf Anderson,170,140,714,30,32.58,152.11,3,0,"8, 28, 1, 1, 27",170,563.2,168,43.62,7.78,26.59,"1/33, 1/26, 0/24, 0/27, 1/25",bowler
Anil Jones,247,153,225,9,10.02,112.04,0,0,"12, 14, 27, 22, 11",247,1182.4,208,13.58,8.71,9.68,"1/33, 0/26, 3/29, 1/16, 0/17",bowler
Victor Kaur,26,19,1418,39,35.14,154.63,2,0,"25, 3, 25, 7, 8",26,25.3,31,30.42,9.19,26.09,"1/36, 2/19, 0/17, 0/36, 1/23",bowler
Marcus Sharma,306,261,7488,126,29.18,95.77,57,12,"36, 9, 29, 8, 22",130,294.3,205,15.93,4.98,17.77,"0/12, 1/11, 2/6, 1/13, 1/20",allrounder
Arjun Yamamoto,13,9,132,90,24.08,102.56,2,0,"7, 0, 0, 20, 15",0,0,0,0,0,0,,batter
Lucas Khan,316,268,7428,118,36.44,113.44,50,3,"26, 3, 31, 44, 3",184,564.1,215,30.97,7.97,27.54,"2/29, 0/30, 1/17, 1/25, 0/31",allrounder
Emmanuel Anderson,313,199,5285,127,39.68,93.98,45,4,"8, 7, 6, 7, 13",158,420.5,163,21.18,12.27,11.84,"2/23, 0/35, 3/29, 0/29, 1/19",allrounder
Victor Dlamini,36,22,198,82,8.12,111.52,4,0,"16, 0, 16, 0, 12",11,38.1,1,19.41,9.32,14.98,,batter
Mateo Silva,173,124,1152,106,8.42,94.96,13,3,"15, 3, 17, 21, 8",0,0,0,0,0,0,,batter
Liam Mehta,20,12,201,50,21.95,114.86,2,0,"11, 35, 40, 33, 3",10,27.5,1,36.46,13.28,17.34,,batter
Hiroshi Garcia,321,285,3564,101,13.77,113.02,32,7,"9, 11, 9, 13, 2",15,26.2,3,19.98,6.65,15.06,,batter
Victor Brown,264,224,3536,111,26.66,99.82,45,2,"22, 14, 28, 3, 34",23,28.5,7,24.25,8.18,19.98,,batter
Kofi Anderson,142,119,217,32,19.4,92.25,0,0,"22, 4, 23, 19, 17",142,155.5,152,26.62,6.57,13.89,"2/26, 0/26, 0/33, 1/43, 0/18",bowler
Farhan Nguyen,143,113,2567,122,33.18,105.12,7,4,"12, 2, 37, 25, 19",25,32.4,14,31.69,6.37,45.36,,batter
Farhan Costa,92,61,1895,109,40.6,153.39,9,2,"46, 63, 0, 69, 39",27,26.4,5,22.01,9.54,17.47,,batter
Kwame Smith,322,243,5970,108,29.37,84.6,29,4,"7, 32, 33, 14, 21",171,419,181,23.56,6.28,20.36,"2/19, 0/26, 1/16, 2/23, 1/27",allrounder
Zhang Mensah,288,224,4669,107,20.04,123.73,26,9,"50, 4, 8, 23, 27",27,32.2,7,26.59,7.37,13.91,,batter
Rafael Nguyen,215,163,4304,128,43.67,120.66,28,3,"0, 30, 50, 29, 22",90,239.5,125,21.61,6.58,22.69,"0/27, 1/11, 1/13, 0/22, 0/22",allrounder
Noah Torres,342,232,4019,130,24.53,142.49,27,9,"18, 0, 29, 2, 15",23,24.1,7,20.19,10.4,27.15,,batter
Chinedu Taylor,51,38,874,110,41.25,131.09,8,1,"40, 2, 42, 32, 29",16,27,5,21.16,7.49,16.96,,batter
Kofi Yamamoto,153,114,1194,33,26.42,140.35,1,0,"10, 14, 27, 21, 8",153,295.1,129,34.6,9.15,30.23,"0/16, 0/20, 0/46, 0/36, 0/21",bowler
Takumi Brown,186,167,1412,13,34.71,164.69,0,0,"16, 26, 25, 11, 6",186,328,161,12.35,6.67,15.73,"0/22, 1/29, 1/14, 0/12, 2/16",bowler
Haruto Sharma,63,55,1093,114,34.03,123.28,12,1,"5, 36, 36, 40, 34",37,101.1,41,20.82,4.88,30.91,"2/8, 1/20, 1/26, 1/27, 1/29",allrounder
Pedro Williams,190,140,375,10,12.86,71.65,0,0,"9, 24, 25, 24, 9",190,275.1,208,18.91,5.5,22.03,"2/19, 1/8, 0/23, 3/13, 0/19",bowler
Lucas Torres,125,98,3143,117,36.85,79.14,15,1,"54, 0, 5, 33, 3",62,140.5,106,13.38,6.78,11.75,"3/13, 1/32, 1/21, 1/30, 2/14",allrounder
Omar Lee,150,124,5250,116,42.11,115.47,30,4,"38, 0, 42, 7, 57",24,60.4,12,47.73,8.2,24.42,,batter
Takumi Sharma,314,192,5031,128,33.04,105.07,21,8,"1, 39, 0, 5, 4",13,20.5,6,18.68,8.48,25.17,,batter
Ibrahim Nguyen,58,50,261,23,13.26,130.27,0,0,"26, 12, 18, 10, 12",58,60.5,56,34.72,11.86,22.18,"0/40, 0/36, 0/35, 0/34, 0/47",bowler
Diego Hassan,342,293,6193,123,26.84,129.01,40,12,"1, 0, 38, 7, 1",147,350.2,224,19.95,8.65,21.5,"1/18, 1/21, 1/28, 0/28, 0/17",allrounder
Kofi Williams,305,225,1793,114,9.18,136.34,13,6,"10, 10, 6, 12, 17",177,374.2,203,18.02,3.57,20.2,"0/17, 1/20, 0/15, 1/14, 0/15",allrounder
Ahmed Mendes,180,129,718,15,20.91,137.28,2,1,"20, 7, 7, 3, 14",180,304.5,155,26.59,9.83,16.1,"1/26, 0/18, 1/11, 0/27, 1/25",bowler
Omar Moretti,170,116,3084,127,24.37,102.19,11,3,"55, 41, 5, 2, 38",26,25.3,6,27.81,6.13,31.47,,batter
Ethan Anderson,326,242,1027,6,30.6,113.67,2,0,"27, 10, 10, 0, 16",326,551.2,319,24.41,7.1,28.77,"1/26, 1/23, 1/13, 1/41, 0/29",bowler
Diego Taylor,271,166,2594,54,22.83,127.52,34,0,"20, 9, 13, 29, 1",22,26.4,2,17.6,7.99,13.2,,batter
Ibrahim Patel,54,46,1062,108,27.25,121.1,4,1,"31, 9, 6, 51, 50",35,103.3,35,23.95,11.53,11.28,"3/38, 2/17, 1/19, 0/46, 1/36",allrounder
Carlos Brown,101,62,609,128,10.16,128.32,11,3,"10, 22, 6, 12, 10",56,163.4,81,19.97,5.63,15.59,"2/19, 1/25, 1/25, 0/21, 0/21",allrounder
Omar Deshmukh,264,184,53,13,10.32,65.42,0,0,"14, 19, 5, 23, 21",264,392.2,218,23.78,4.64,17.79,"0/18, 1/20, 1/14, 1/7, 0/18",bowler
Rafael Fernandez,53,47,46,25,19.52,82.53,0,0,"27, 24, 14, 8, 13",53,118.2,43,47.45,7.73,24.65,"0/36, 0/32, 3/32, 1/26, 1/36",bowler
Wei Lopez,60,49,214,28,10.11,117.36,0,0,"17, 25, 16, 17, 4",60,73.4,59,25.16,13.06,12.08,"1/42, 1/42, 2/35, 2/52, 1/38",bowler
Diego Patel,108,74,1457,118,19.09,112.86,17,2,"15, 9, 30, 24, 14",19,33.1,4,20.48,6.66,19.4,,batter
Carlos Hassan,5,3,22,81,13.09,97.43,1,0,"17, 10, 17, 5, 8",2,4.3,4,37.22,8.12,31.75,"1/29, 0/16, 0/27, 0/25, 1/32",allrounder
Ibrahim Deshmukh,103,62,1362,38,35.35,154.68,0,0,"19, 19, 8, 10, 23",103,126.5,116,21.09,8.32,14.24,"1/36, 0/23, 1/24, 1/25, 1/20",bowler
Anil Sharma,196,159,2940,108,22.59,107.92,15,5,"10, 9, 12, 37, 26",93,247.2,170,16.17,8.66,10.09,"1/29, 0/14, 0/22, 4/20, 0/15",allrounder
Kwame Anderson,262,161,6292,113,53.9,120.5,32,2,"3, 25, 62, 81, 33",0,0,0,0,0,0,,batter
Carlos Costa,350,266,7794,129,30.41,125.91,27,11,"18, 1, 7, 4, 6",239,539.4,304,22.98,7.34,15.23,"0/19, 1/12, 0/30, 0/16, 2/25",allrounder
Victor Baker,47,42,498,103,14.6,116.4,10,2,"1, 2, 16, 14, 5",19,11.1,2,18.59,9.52,20.34,,batter
Rafael Lee,311,197,3023,126,26.67,89.82,32,4,"28, 0, 0, 7, 4",45,54.4,6,36.16,10.95,45.38,,batter
Carlos Baker,308,267,9270,106,38.5,174.46,32,4,"0, 68, 28, 55, 2",147,426.3,252,19.13,5.91,17.28,"0/23, 5/19, 1/24, 1/14, 3/19",allrounder
Marcus Fernandez,144,129,2417,112,31.85,182.51,28,2,"9, 20, 12, 33, 48",14,14.5,5,30.61,6.73,22.95,,batter
George Costa,269,166,2630,117,24.31,89.36,25,4,"29, 31, 3, 31, 16",17,29.5,6,27.48,8.47,18.98,,batter
Emmanuel Verma,124,107,2687,104,35.75,120.8,25,4,"32, 1, 25, 5, 50",84,182.3,111,24.68,6.87,24.28,"0/17, 0/31, 1/24, 0/23, 1/25",allrounder
Henry Williams,106,80,1575,105,25.48,178.62,19,1,"12, 21, 23, 8, 14",61,124.4,83,23.68,8.81,11.3,"2/31, 1/30, 1/24, 2/13, 0/22",allrounder
Omar Sharma,158,138,1200,26,16.57,121.01,0,0,"21, 0, 17, 5, 26",158,363,132,18.05,8.81,15.73,"1/24, 1/24, 1/31, 2/16, 1/29",bowler
Zhang Smith,147,113,1235,7,18.45,174.07,0,0,"1, 14, 28, 25, 20",147,264.4,140,31.45,8.47,27.26,"0/15, 1/6, 1/23, 1/24, 1/23",bowler
Zhang Reddy,145,116,19,16,11.44,94.07,0,0,"13, 4, 5, 5, 29",145,297.5,124,19.86,6.62,19.02,"1/20, 1/27, 1/22, 1/16, 2/18",bowler
Ibrahim Kumar,120,92,1374,56,22.12,156.49,21,0,"32, 0, 26, 0, 32",23,27.4,8,22.01,7.34,16.55,,batter
Julian Fernandez,319,274,3638,54,22.16,101.07,17,0,"10, 6, 8, 14, 1",0,0,0,0,0,0,,batter
Moses Garcia,275,226,377,32,13.19,65.95,0,0,"21, 29, 17, 13, 9",275,283.2,286,29.18,7.45,21.71,"1/21, 1/18, 1/21, 0/22, 1/19",bowler
Takumi Ali,92,70,1334,34,37.4,167.72,2,0,"13, 12, 29, 2, 29",92,136.4,105,33.78,7.66,19.84,"0/15, 0/42, 0/26, 0/17, 2/25",bowler
Rohan Singh,58,50,504,30,34.5,130.86,3,0,"5, 28, 7, 11, 12",58,74.3,46,17.91,4.31,19.37,"0/23, 0/13, 2/20, 0/13, 0/21",bowler
Chinedu Khan,346,233,378,25,12.24,86.6,0,0,"10, 11, 0, 16, 15",346,659.4,366,34.57,8.68,25.37,"1/32, 0/44, 0/28, 1/32, 1/24",bowler
Daniel Hassan,229,148,3448,121,33.12,103.69,13,2,"6, 3, 35, 19, 26",13,31.2,3,34.27,8.62,17.73,,batter
Yusuf Adeyemi,117,76,750,32,17.5,145.76,0,1,"10, 12, 17, 10, 27",117,291.5,112,22.53,7.23,20.71,"0/9, 0/16, 1/27, 1/15, 2/22",bowler
Zhang Dlamini,318,223,3342,119,16.47,193.46,20,3,"21, 22, 24, 1, 24",16,32,2,29.62,9.46,16.67,,batter
Sunil Hassan,279,187,1390,30,35.91,120.14,2,0,"11, 5, 8, 15, 3",279,311.3,318,22.01,7.3,17.27,"0/19, 1/25, 0/7, 1/24, 2/28",bowler
Ibrahim Reddy,127,112,1014,37,31.05,139.77,3,0,"2, 27, 15, 23, 26",127,219.5,152,23.99,7.86,18.52,"1/29, 0/18, 3/23, 0/27, 1/26",bowler
Diego Nguyen,129,81,1233,114,20.47,134.78,13,2,"25, 4, 27, 3, 37",87,229.4,71,27.78,8.43,23.28,"0/23, 0/27, 2/23, 0/19, 1/30",allrounder
Pedro Ali,58,47,855,114,25.01,104.53,9,1,"23, 1, 22, 28, 5",18,33.4,7,50.1,9.2,22.02,,batter
Victor Silva,122,80,598,110,10.42,121.11,7,1,"20, 15, 9, 4, 7",19,40.1,4,15.62,8.69,17.51,,batter
Henry Sharma,1,1,37,47,34.35,111.24,0,0,"8, 47, 47, 39, 47",0,0,0,0,0,0,,batter
Julian Costa,239,212,144,25,5.04,113.64,0,0,"25, 29, 24, 11, 10",239,251.5,239,28.01,9.44,22.3,"0/30, 0/32, 0/25, 0/28, 1/24",bowler
Julian Deshmukh,290,214,1143,39,15.75,89.52,2,1,"4, 24, 17, 18, 22",290,509,260,24.59,8.49,21.36,"0/29, 3/24, 1/21, 1/31, 1/31",bowler
Liam Anderson,96,83,1984,107,30.27,141.6,18,1,"32, 41, 39, 8, 40",21,55.1,11,42.92,9.81,31.58,,batter
Anil Okoro,126,76,1255,122,31.27,112.13,9,2,"3, 4, 48, 32, 47",0,0,0,0,0,0,,batter
Mateo Lopez,118,100,1096,38,31.12,132.43,1,0,"22, 5, 21, 17, 25",118,424.2,135,26.1,8.07,18.33,"0/31, 0/18, 0/30, 0/24, 0/30",bowler
Takumi Jones,48,32,332,106,15,194.24,5,1,"9, 20, 17, 3, 7",25,23.5,2,31.8,7.47,22.32,,batter
Victor Williams,89,78,335,128,5.43,124.89,12,3,"3, 6, 4, 9, 4",58,151.3,75,28.08,8.34,22.5,"1/32, 0/23, 1/15, 1/29, 0/23",allrounder
Sunil Costa,237,142,763,22,26.17,174.88,1,1,"5, 3, 11, 18, 28",237,455.1,224,27.93,6.09,23.96,"0/24, 3/15, 1/22, 0/26, 0/30",bowler
Takumi Baker,272,209,7515,98,65.06,159.81,28,0,"41, 40, 31, 65, 54",11,30.3,4,22.61,7.81,17.78,,batter
Rohan Baker,189,156,1845,129,16.48,100.21,22,4,"24, 22, 16, 14, 9",0,0,0,0,0,0,,batter
Santiago Deshmukh,192,130,510,113,5.05,112.02,26,5,"0, 5, 0, 4, 3",126,258,126,20.07,6.65,17.06,"0/33, 1/18, 1/32, 1/26, 1/14",allrounder
Carlos Mehta,69,45,1242,65,39.52,98.65,10,0,"62, 65, 65, 44, 4",12,26.1,7,29.77,9.1,26.08,,batter
Ayaan Mensah,278,174,6558,109,58.19,90.83,28,5,"42, 54, 38, 3, 20",0,0,0,0,0,0,,batter
Hiroshi Adeyemi,349,244,5638,121,39.07,144.06,16,10,"7, 26, 55, 54, 16",226,591.2,310,34.44,13.05,26.02,"4/17, 0/20, 2/25, 1/28, 2/33",allrounder
Rafael Diallo,247,190,5035,111,29.78,163.47,19,5,"56, 1, 48, 37, 30",122,292.1,134,13.63,5.35,12.97,"1/16, 4/22, 1/18, 1/25, 3/24",allrounder
Noah Sharma,76,48,872,60,25.57,136.01,4,0,"2, 5, 25, 28, 1",49,117.5,60,31.29,10.02,18.57,"0/24, 1/18, 1/36, 1/29, 3/21",allrounder
Sunil Singh,154,110,993,15,41.21,158.28,1,0,"26, 28, 1, 16, 10",154,219.4,161,22.85,10.45,21.22,"1/22, 0/29, 2/18, 2/11, 0/34",bowler
Nikhil Deshmukh,144,87,877,105,13.39,118.94,11,2,"9, 11, 4, 15, 17",0,0,0,0,0,0,,batter
Marcus Taylor,86,73,1589,128,24.49,107.89,7,1,"28, 27, 22, 20, 37",13,17.4,3,23.14,8.71,16.97,,batter
Daniel Lee,185,118,788,27,22.37,112.97,1,0,"10, 20, 15, 1, 1",185,178.4,169,21.51,9.98,16.87,"0/34, 1/34, 2/40, 1/26, 2/18",bowler
Chinedu Okoro,285,195,1149,26,34.21,122.62,3,1,"22, 7, 12, 9, 7",285,462.1,304,12.89,5.72,13.89,"2/10, 1/13, 0/30, 0/17, 0/17",bowler
Noah Khan,220,133,956,21,26.22,113.31,0,0,"29, 3, 14, 29, 0",220,390.5,251,15.89,3.79,21.52,"0/20, 1/8, 1/16, 1/3, 2/16",bowler
Farhan Diallo,69,50,688,103,23.49,153.57,4,2,"31, 29, 31, 45, 5",42,91.2,34,24.71,9.19,17.43,"1/28, 5/32, 0/26, 2/18, 0/25",allrounder
Ahmed Mehta,47,40,1278,108,37.98,99.11,3,1,"27, 32, 35, 41, 58",3,1.5,0,0,13.13,0,,batter
Kwame Mendes,94,67,1030,9,13.02,142.8,2,0,"10, 6, 16, 26, 19",94,197.2,105,13.73,8.56,13.22,"1/17, 3/25, 3/12, 2/20, 4/18",bowler
Yusuf Lee,238,156,3684,107,30.86,146.35,24,6,"26, 2, 34, 42, 30",43,55.5,18,51.56,7.18,37.59,,batter
Farhan Khan,204,169,990,15,27.21,149.97,0,0,"23, 17, 21, 28, 21",204,310.5,217,39.88,7.74,21.42,"0/16, 0/17, 1/21, 1/29, 2/22",bowler
Victor Singh,218,182,3830,105,22.13,138.88,25,6,"26, 25, 3, 13, 10",29,21.3,3,24.72,8.56,28.86,,batter
George Smith,341,222,3931,112,24.24,140.94,26,9,"35, 1, 18, 3, 43",61,115.3,12,52.84,11.54,25.21,,batter
Rajiv Jones,39,32,601,126,18.14,138.47,3,1,"36, 28, 9, 0, 16",25,14.5,4,67.03,8.1,20.55,,batter
Mateo Yamamoto,100,88,564,34,28.94,212.16,2,1,"11, 8, 4, 9, 3",100,188.3,89,21.62,8.8,20.76,"1/17, 1/14, 0/22, 1/21, 0/24",bowler
Ibrahim Garcia,289,188,397,19,19.01,78.57,0,0,"4, 27, 27, 9, 10",289,1042.5,277,21.35,7.38,16.08,"0/14, 1/21, 1/35, 0/17, 0/24",bowler
Daniel Patel,254,211,981,31,30.05,150.38,1,1,"20, 23, 9, 27, 7",254,475.3,278,26.23,8.64,18.35,"0/28, 6/34, 1/25, 2/17, 1/25",bowler
Lucas Lee,222,180,2892,128,22.17,131.34,17,9,"2, 32, 23, 26, 17",108,200.5,129,18.93,6.17,13.82,"0/24, 1/23, 1/22, 3/19, 2/12",allrounder
Victor Patel,23,17,168,109,20.45,118.97,1,1,"12, 22, 22, 5, 19",23,45.3,5,27.37,8.69,17.2,,batter
Kofi Sharma,250,154,4021,120,30.15,164.91,35,1,"1, 35, 3, 9, 1",11,13.2,12,38.26,6.52,19.17,,batter
Ibrahim Torres,10,6,126,71,33.54,131.57,1,0,"8, 60, 42, 62, 2",6,14.3,7,18.86,7.32,10.9,"1/10, 2/22, 4/39, 1/17, 0/28",allrounder
Nikhil Iyer,246,211,3009,118,14.26,128.49,20,6,"2, 10, 11, 8, 28",23,16.4,2,28.75,8.08,18.28,,batter
Sunil Williams,325,292,6543,127,36.48,120.3,65,3,"26, 6, 14, 8, 3",159,475,225,22.38,5.22,27.64,"0/10, 0/25, 1/17, 0/19, 1/19",allrounder
Marcus Kumar,100,80,1025,111,17.19,195.76,17,4,"3, 19, 20, 12, 8",24,43.1,13,36.42,8.46,34.9,,batter
Mateo Tanaka,290,213,4939,122,29.69,107.36,30,2,"51, 25, 9, 13, 10",194,568,171,36.66,10.62,23.13,"0/49, 0/25, 2/26, 0/33, 0/35",allrounder
Noah Mensah,180,143,3244,111,32.67,102.84,21,1,"39, 30, 27, 1, 45",0,0,0,0,0,0,,batter
Yusuf Garcia,223,174,4122,129,33.41,147.61,16,8,"8, 33, 36, 1, 32",92,240,181,13.1,6.86,19.65,"1/20, 1/15, 1/29, 4/22, 0/22",allrounder
Suraj Mehta,250,179,710,39,25.68,128.61,3,1,"1, 22, 7, 15, 26",250,1120.3,250,30.59,9.15,23.03,"0/23, 2/37, 0/14, 0/28, 0/25",bowler
Akash Singh,147,91,2464,86,28.99,124.15,15,0,"40, 41, 23, 41, 26",74,136.5,107,12.1,8.85,11.59,"2/13, 2/29, 0/22, 2/29, 0/25",allrounder
Omar Reddy,96,81,2713,120,40.22,146.19,6,2,"50, 45, 43, 50, 49",15,39.3,4,17.95,6.42,14.79,,batter
Chinedu Anderson,257,183,266,37,14.06,108.41,0,0,"21, 4, 26, 24, 28",257,352.5,272,41.61,7.24,29.31,"1/18, 0/12, 0/25, 0/26, 2/21",bowler
Zhang Kaur,325,275,5176,103,17.37,112.6,65,1,"37, 9, 13, 17, 0",209,478,226,20.68,5.75,20.89,"0/22, 1/23, 1/12, 2/28, 3/27",allrounder
Rohan Hassan,4,3,104,24,5.28,78.68,0,0,"2, 11, 12, 12, 9",4,6.3,3,32.2,9.78,12.72,"0/19, 0/31, 0/34, 1/34, 3/35",bowler
Yusuf Mensah,16,10,1184,20,34.93,137.04,2,1,"3, 8, 21, 23, 22",16,30.2,19,27.59,6.27,17.08,"3/26, 1/19, 1/18, 0/27, 2/25",bowler
Sunil Moretti,280,181,567,38,30.86,118.43,2,0,"26, 1, 18, 0, 24",280,488.1,332,24.63,6.24,20.76,"0/9, 2/15, 1/18, 3/17, 2/14",bowler
Diego Silva,336,249,28,6,13.87,93.93,0,0,"28, 6, 16, 2, 19",336,484.2,341,16.95,5.01,14.07,"1/11, 0/16, 1/17, 0/19, 0/14",bowler
Noah Anderson,247,218,136,39,8.82,116.42,0,0,"19, 20, 29, 2, 2",247,518.4,256,21.92,8.05,16.92,"4/34, 1/27, 3/33, 0/14, 2/27",bowler
Omar Okoro,258,163,194,32,12.28,90.89,0,0,"16, 6, 26, 25, 13",258,399.5,247,14.35,6.49,22.14,"0/20, 1/8, 0/19, 0/23, 0/4",bowler
Diego Deshmukh,160,137,1710,108,23.31,146.58,7,2,"3, 21, 24, 3, 28",79,240.3,137,20.13,6.46,16.1,"0/22, 0/12, 0/29, 1/13, 0/11",allrounder
Suraj Kumar,340,258,9164,128,48.06,188.24,21,7,"1, 66, 49, 55, 3",14,24.1,3,25.42,7.61,23.58,,batter
Henry Costa,152,129,1804,124,19.52,128.65,15,5,"10, 18, 3, 9, 27",18,30.5,6,55.96,6.51,31.67,,batter
Rohan Yamamoto,178,123,2743,57,37.29,122.94,14,0,"26, 55, 0, 34, 23",123,256,105,24.77,5.07,17,"0/15, 2/16, 5/24, 0/22, 0/16",allrounder
Ibrahim Lee,163,139,2888,104,35.31,155.92,29,4,"37, 18, 26, 35, 14",96,250.1,98,16.11,4.49,22.44,"1/9, 2/16, 1/26, 0/8, 2/16",allrounder
Hiroshi Diallo,33,27,989,10,21.49,181.02,3,1,"16, 17, 12, 19, 28",33,56.5,39,24.94,9.37,21.58,"0/10, 2/21, 1/33, 2/34, 1/28",bowler
Farhan Tanaka,179,120,331,13,10.24,82.35,0,0,"19, 20, 26, 17, 3",179,722.1,179,21.86,8.45,15.49,"1/15, 0/15, 0/35, 0/14, 0/26",bowler
Emmanuel Smith,101,65,1075,50,23.91,99.79,9,0,"46, 32, 16, 1, 36",28,18.1,3,25.4,9.65,14.12,,batter
Carlos Mendes,268,231,4618,125,23.87,138.05,16,4,"44, 5, 32, 15, 14",23,15.5,7,35.22,8.14,17.15,,batter
Diego Verma,323,287,169,24,7.35,73.05,0,0,"0, 17, 0, 25, 25",323,408.5,261,32.31,7.55,23.3,"1/8, 0/8, 1/19, 0/19, 0/14",bowler
Hiroshi Silva,65,40,1069,85,36.44,132.42,9,0,"75, 57, 57, 74, 18",22,44.1,4,15.36,9.3,19.38,,batter
Hiroshi Smith,168,138,8,5,8.38,124.74,0,0,"12, 19, 19, 22, 9",168,252.5,142,39.03,8.18,31.42,"1/29, 0/16, 2/24, 0/29, 2/24",bowler
Julian Brown,330,288,6738,109,30.91,103.01,64,8,"9, 45, 45, 45, 41",12,30.1,3,26.39,6.58,18.79,,batter
Wei Mendes,43,37,810,130,33.37,127.4,3,1,"5, 24, 47, 29, 27",18,48.5,36,39.12,9.52,23.85,"1/44, 1/27, 0/32, 0/21, 0/30",allrounder
Rohan Deshmukh,44,39,1504,117,39.86,201.22,2,1,"35, 67, 40, 48, 73",25,60.5,24,12.03,5.04,17.33,"0/22, 1/10, 0/13, 1/12, 0/21",allrounder
Rajiv Lopez,285,236,39,12,7.31,97.41,0,0,"26, 10, 8, 8, 4",285,479.1,274,18.89,8.3,15.3,"4/15, 0/20, 2/31, 1/32, 0/25",bowler
Henry Nguyen,12,9,678,27,30.42,107.19,1,1,"25, 0, 16, 21, 1",12,14.4,13,33.26,6.82,25.09,"2/15, 1/20, 0/25, 0/10, 1/28",bowler
Kofi Fernandez,95,66,1547,130,24.84,98.01,6,3,"44, 35, 43, 3, 16",28,32.1,4,54.8,12.12,31.16,,batter
Kofi Diallo,302,210,3620,100,20.91,97.36,11,9,"16, 3, 25, 14, 5",188,298.4,261,15.78,6.14,15.93,"0/18, 4/24, 1/7, 1/17, 1/19",allrounder
